gene_id	normalized_count	barcode	tissue_type
MARCH8|220972	181.8182	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARCH9|92979	212.1212	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARCKSL1|65108	1607.4380	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARCKS|4082	1855.3719	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARCO|8685	4851.2397	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARK1|4139	16.5289	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARK2|2011	519.2837	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARK3|4140	779.6143	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARK4|57787	712.1212	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARS2|92935	144.6281	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARS|4141	1012.5895	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARVELD1|83742	278.7052	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARVELD2|153562	446.2810	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MARVELD3|91862	175.1928	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAS1L|116511	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAS1|4142	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MASP1|5648	6769.9725	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MASP2|10747	6936.6391	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAST1|22983	45.4545	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAST2|23139	435.2617	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAST3|23031	692.8375	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAST4|375449	199.7245	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MASTL|84930	165.2893	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAT1A|4143	85676.3085	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAT2A|4144	3027.5482	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAT2B|27430	1947.6584	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MATK|4145	205.2342	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MATN1|4146	1.4325	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MATN2|4147	1804.4077	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MATN3|4148	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MATN4|8785	15.1515	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MATR3|9782	3623.9669	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAVS|57506	1366.3912	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAX|4149	983.4711	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MAZ|4150	3780.7300	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBD1|4152	949.0358	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBD2|8932	1140.4959	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBD3L1|85509	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBD3L2|125997	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBD3L5|284428	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBD3|53615	3008.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBD4|8930	636.3636	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBD5|55777	111.5702	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBD6|114785	1469.6970	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBIP|51562	424.2424	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBL1P|8512	38.5675	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBL2|4153	3831.9559	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBLAC1|255374	42.6997	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBLAC2|153364	161.1570	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBNL1|4154	2462.4793	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBNL2|10150	1870.5234	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBNL3|55796	219.0083	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBOAT1|154141	325.0689	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBOAT2|129642	23.4160	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBOAT4|619373	11.0193	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBOAT7|79143	1004.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBP|4155	1177.6860	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBTD1|54799	545.4545	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBTPS1|8720	2213.4986	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MBTPS2|51360	717.6309	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MB|4151	11.0193	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MC1R|4157	60.6061	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MC2R|4158	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MC3R|4159	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MC4R|4160	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MC5R|4161	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCAM|4162	932.5069	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCART1|92014	92.2865	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCART2|147407	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCART3P|442229	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCART6|401612	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCAT|27349	483.4711	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCCC1|56922	1473.8292	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCCC2|64087	3920.1102	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCCD1|401250	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCC|4163	746.5565	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCEE|84693	535.8127	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCF2L2|23101	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCF2L|23263	241.1570	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCF2|4168	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCFD2|90411	4374.6556	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCHR1|2847	49.5868	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCHR2|84539	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCL1|4170	8902.2039	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM10|55388	6.8871	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM2|4171	256.1983	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM3APAS|114044	4.1873	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM3AP|8888	1402.1488	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM3|4172	765.8402	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM4|4173	250.6887	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM5|4174	1126.7218	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM6|4175	358.1267	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM7|4176	1195.5923	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM8|84515	48.2094	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCM9|254394	16.5289	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCOLN1|57192	789.2562	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCOLN2|255231	20.6612	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCOLN3|55283	15.1515	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCPH1|79648	228.6501	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCRS1|10445	782.3691	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCTP1|79772	30.3030	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCTP2|55784	50.9642	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MCTS1|28985	785.1240	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDC1|9656	597.7961	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDFIC|29969	604.6832	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDFI|4188	57.8512	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDGA1|266727	49.5868	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDGA2|161357	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDH1B|130752	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDH1|4190	3370.5234	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDH2|4191	5338.8430	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDK|4192	415.9780	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDM1|56890	108.8154	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDM2|4193	2081.2672	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDM4|4194	508.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDN1|23195	1174.9311	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDP1|145553	189.3802	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MDS2|259283	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
ME1|4199	287.8788	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
ME2|4200	402.2039	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
ME3|10873	78.5124	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEA1|4201	1111.5702	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEAF6|64769	1206.6116	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MECOM|2122	101.9284	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MECP2|4204	685.9504	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MECR|51102	341.5978	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED10|84246	323.6915	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED11|400569	500.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED12L|116931	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED12|9968	527.5482	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED13L|23389	826.4463	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED13|9969	1303.0303	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED14|9282	628.0992	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED15|51586	1294.7658	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED16|10025	2223.1405	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED17|9440	275.4821	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED18|54797	421.4876	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED19|219541	165.2893	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED1|5469	560.6061	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED20|9477	256.1983	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED21|9412	231.4050	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED22|6837	319.5592	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED23|9439	345.7300	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED24|9862	1333.3333	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED25|81857	779.6143	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED26|9441	194.2149	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED27|9442	129.4766	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED28|80306	322.3140	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED29|55588	1461.4325	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED30|90390	231.4050	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED31|51003	106.2259	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED4|29079	763.0854	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED6|10001	241.0468	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED7|9443	126.7218	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED8|112950	695.5923	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MED9|55090	409.0909	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEF2A|4205	958.8567	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEF2B|100271849	43.8843	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEF2C|4208	557.8512	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEF2D|4209	1060.6061	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEFV|4210	20.6612	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEG3|55384	183.1956	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEG8|79104	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEGF10|84466	12.3967	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEGF11|84465	8.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEGF6|1953	756.1983	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEGF8|1954	847.1074	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEGF9|1955	1074.3802	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEI1|150365	38.5675	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEIG1|644890	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEIS1|4211	150.1377	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEIS2|4212	274.1047	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEIS3P1|4213	148.7603	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEIS3|56917	70.2479	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MELK|9833	9.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEMO1|51072	449.6556	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEN1|4221	928.3747	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEOX1|4222	9.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEOX2|4223	61.9835	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEP1A|4224	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEP1B|4225	13.7741	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEPCE|56257	1370.5234	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEPE|56955	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MERTK|10461	560.6061	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MESDC1|59274	443.5262	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MESDC2|23184	1239.6694	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MESP1|55897	20.6612	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MESP2|145873	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MESTIT1|317751	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEST|4232	1355.3719	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METAP1|23173	588.1543	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METAP2|10988	1769.9725	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METRNL|284207	464.1873	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METRN|79006	462.8099	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METT10D|79066	358.1267	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METT11D1|64745	623.9669	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METT5D1|196074	298.8981	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL10|399818	215.6887	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL11A|28989	580.9229	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL11B|149281	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL12|751071	38.6501	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL13|51603	662.5344	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL14|57721	271.3499	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL1|4234	192.8375	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL2A|339175	287.8788	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL2B|55798	133.6088	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL3|56339	425.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL4|64863	119.8347	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL5|29081	404.1460	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL6|131965	121.2121	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL7A|25840	21336.0882	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL7B|196410	6844.3526	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL8|79828	187.3278	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
METTL9|51108	673.5537	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MET|4233	3163.9118	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEX3A|92312	61.9835	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEX3B|84206	37.1901	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEX3C|51320	426.9972	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MEX3D|399664	309.9174	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFAP1|4236	476.5840	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFAP2|4237	55.0964	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFAP3L|9848	1166.6667	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFAP3|4238	523.4160	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFAP4|4239	4710.7438	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFAP5|8076	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFF|56947	995.8678	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFGE8|4240	511.0193	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFHAS1|9258	159.7796	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFI2|4241	30.3030	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFN1|55669	289.2562	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFN2|9927	3187.3278	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFNG|4242	465.5647	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFRP|83552	586.7769	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD10|10227	548.2094	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD11|79157	387.4931	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD1|64747	1309.9174	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD2A|84879	2403.5813	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD2B|388931	11.0193	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD3|113655	935.2617	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD4|148808	26.1708	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD5|84975	502.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD6L|162387	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD6|54842	154.2700	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD7|84179	417.3554	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD8|256471	323.6915	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MFSD9|84804	103.3058	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGAM|8972	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGAT1|4245	7002.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGAT2|4247	1078.5124	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGAT3|4248	17.9063	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGAT4A|11320	513.7741	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGAT4B|11282	6201.0468	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGAT4C|25834	6.8871	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGAT5B|146664	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGAT5|4249	13.7741	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGA|23269	429.7521	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC12916|84815	22.0386	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC12982|84793	48.2094	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC14436|84983	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC15885|197003	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC16025|85009	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC16121|84848	52.3416	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC16142|84849	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC16275|85001	35.8127	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC16384|114130	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC16703|113691	5.3719	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC21881|389741	123.9669	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC23270|196872	22.0386	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC23284|197187	50.9642	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC26647|219557	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC27382|149047	8.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC2752|65996	330.5785	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC2889|84789	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC29506|51237	119.8347	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC34034|154089	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC3771|81854	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC42105|167359	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC4473|79100	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC45800|90768	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC57346|401884	30.3030	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC70857|414919	1695.5923	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC72080|389538	126.3499	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGC87042|256227	11.0193	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGEA5|10724	2944.9036	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGLL|11343	4873.2782	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGMT|4255	2853.9945	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGP|4256	1118.4573	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGRN1|23295	1873.2782	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGST1|4257	23031.6804	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGST2|4258	3409.0909	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MGST3|4259	1727.2727	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIA2|117153	278.2369	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIA3|375056	3168.0441	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIAT|440823	35.4821	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIA|8190	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIB1|57534	782.3691	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIB2|142678	758.9532	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MICAL1|64780	318.1818	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MICAL2|9645	668.0441	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MICAL3|57553	1269.9725	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MICALCL|84953	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MICALL1|85377	344.3526	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MICALL2|79778	641.8733	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MICA|4276	256.1983	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MICB|4277	57.8512	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MID1IP1|58526	1214.8760	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MID1|4281	330.5785	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MID2|11043	257.5758	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIDN|90007	1772.7273	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIER1|57708	892.5620	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIER2|54531	308.5399	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIER3|166968	363.6364	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIF4GD|57409	367.7686	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIF|4282	7858.7052	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIIP|60672	592.2865	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIMT1|100073347	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MINA|84864	701.7355	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MINK1|50488	1404.8209	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MINPP1|9562	997.2452	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIOS|54468	420.1102	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIOX|55586	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIPEP|4285	268.5950	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIPOL1|145282	33.0579	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIP|4284	11.0193	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIR155HG|114614	12.3967	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIR17HG|407975	15.1515	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
MIS12|79003	267.2176	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
