gene_id	normalized_count	barcode	tissue_type
C1orf124|83932	100.5510	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf125|126859	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf126|200197	5.0964	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf127|148345	15.1515	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf128|57095	1039.9449	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf129|80133	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf130|400746	191.4601	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf131|128061	212.1212	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf133|574036	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf135|79000	13.7741	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf141|400757	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf144|26099	2577.1350	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf146|388649	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf14|81626	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf150|148823	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf151|440574	735.5372	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf152|767846	6.8871	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf156|92342	107.4380	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf157|284573	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf158|93190	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf159|54991	177.6860	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf161|126868	9.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf162|128346	533.0579	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf163|65260	152.8926	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf168|199920	389.8072	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf170|84808	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf172|126695	107.4380	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf173|127254	8.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf174|339448	464.1873	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf175|374977	31.6804	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf177|163747	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf180|439927	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf182|128229	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf183|55924	19.2837	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf185|284546	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf186|440712	13.7741	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf187|374946	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf189|388701	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf190|541468	4.5730	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf192|257177	11.0193	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf194|127003	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf198|84886	767.2176	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf200|644997	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf201|90529	78.5124	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf203|84852	68.8843	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf204|284677	6.6116	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf210|149466	100.5510	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf212|113444	1304.4077	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf213|148898	38.3609	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf216|127703	241.0468	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf21|81563	698.3471	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf220|400798	9.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf223|374973	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf226|400793	330.5785	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf227|149643	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf228|339541	50.9642	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf229|388759	9.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf230|284485	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf25|81627	567.4931	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf26|54823	128.0992	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf27|54953	710.7438	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf31|388753	280.9917	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf35|79169	219.0083	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf38|9473	924.2424	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf43|25912	5272.7273	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf49|84066	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf50|79078	216.2534	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf51|148523	194.2149	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf52|148423	269.9725	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf53|388722	191.4601	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf54|79630	140.4959	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf55|163859	491.7355	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf56|54964	324.1598	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf57|84284	494.4904	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf58|148362	106.0606	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf59|113802	86.7769	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf61|10485	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf63|57035	447.6584	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf64|149563	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf65|164127	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf66|51093	955.9229	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf68|100129271	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf69|200205	338.8430	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf70|339453	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf74|148304	37.1901	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf77|26097	1118.4573	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf83|127428	117.0799	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf84|149469	10.6198	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf85|112770	1409.0909	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf86|199990	703.2094	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf87|127795	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf88|128344	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf89|79363	48.2094	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf91|56063	100.5510	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf92|149499	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf93|127281	508.1267	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf94|84970	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf95|375057	13.7741	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf96|126731	133.6088	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf97|84791	173.5537	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C1orf9|51430	388.4298	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf103|24141	22.0386	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf106|200232	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf107|388799	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf108|116151	2958.6777	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf111|51526	444.9036	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf112|140688	257.5758	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf114|92747	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf117|140710	37.1901	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf118|140711	19.7383	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf11|54994	1696.9697	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf123|128506	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf12|55184	16.5289	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf132|140699	55.0964	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf134|170487	9.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf135|140701	177.6860	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf141|128653	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf144|128864	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf151|140893	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf152|140894	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf160|140706	163.9118	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf165|128497	16.5289	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf166|128826	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf173|140873	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf177|63939	73.0028	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf185|359710	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf186|149954	79.8898	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf191|149934	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf194|25943	219.0083	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf195|79025	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf196|149840	26.1708	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf197|284756	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf199|441951	743.8017	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf200|253868	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf201|198437	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf202|400831	8.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf203|284805	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf20|55257	246.5565	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf24|55969	1434.3113	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf26|26074	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf27|54976	680.4408	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf29|55317	347.1074	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf30|29058	2976.5840	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf3|57136	6462.8099	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf43|51507	1679.0634	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf46|55321	39.9449	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf4|25980	922.8650	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf54|113278	15.1515	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf56|140828	6374.6556	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf70|140683	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf71|128861	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf72|92667	231.4050	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf79|140856	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf7|79133	179.0634	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf85|128602	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf94|128710	6.8871	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C20orf96|140680	78.5124	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf119|84996	96.4187	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf121|150142	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf122|728039	42.6997	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf125|284836	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf128|150147	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf129|150135	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf130|284835	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf131|387486	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf15|54094	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf29|54084	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf2|755	944.9036	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf33|8209	6123.9669	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf34|388815	44.0771	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf45|54069	123.9669	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf49|54067	8.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf54|728409	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf56|84221	78.5124	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf57|54059	224.5179	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf58|54058	16.5289	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf59|56683	557.2590	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf62|56245	6.8871	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf63|59271	126.7218	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf67|84536	45.4545	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf70|85395	311.2948	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf71|282566	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf7|56911	119.8347	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf81|391267	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf82|114036	11.0193	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf84|114038	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf88|114041	6.8871	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf90|114043	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf91|54149	429.7521	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf94|246705	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf96|80215	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C21orf99|149992	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf13|83606	5214.7658	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf15|150248	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf23|84645	11.0193	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf24|25775	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf25|128989	498.6226	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf26|55267	6.8871	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf27|150291	150.1377	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf28|51493	1466.9421	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf29|79680	147.3967	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf30|253143	420.1102	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf31|25770	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf32|91689	1261.7080	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf33|339669	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf34|348645	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf36|388886	997.2452	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf39|128977	404.9587	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf40|150383	216.2534	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf41|644186	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf42|150297	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf43|51233	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf45|646023	533.8567	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf46|79640	333.3333	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C22orf9|23313	1757.5758	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2CD2L|9854	309.9174	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2CD2|25966	487.6033	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2CD3|26005	201.1019	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2CD4A|145741	22.0386	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2CD4B|388125	35.8127	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2CD4C|126567	19.2837	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2CD4D|100191040	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf14|100132708	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf15|150590	10.1102	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf16|84226	23.4160	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf18|54978	1191.4601	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf24|27013	1395.3168	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf27A|29798	28.9256	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf27B|408029	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf28|51374	1539.9449	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf29|55571	738.2920	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf34|79823	77.1350	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf39|92749	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf3|6936	490.3581	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf40|84417	50.9642	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf42|54980	290.6336	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf43|60526	278.2369	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf44|80304	174.9311	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf47|79568	798.8981	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf48|348738	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf49|79074	66.1157	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf50|130813	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf51|200523	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf52|151477	1.3774	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf53|339779	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf54|79919	307.1625	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf55|343990	53.7190	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf56|55471	224.5179	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf57|165100	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf58|285154	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf60|129450	191.4601	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf61|285051	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf62|375307	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf63|130162	15.1515	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf64|493753	531.6804	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf65|130951	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf66|401027	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf67|151050	447.0248	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf68|388969	782.3691	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf69|205327	286.5014	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf70|339778	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf71|388939	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf72|257407	4608.8154	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf73|129852	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf74|339804	381.5427	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf76|130355	33.0579	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf77|129881	67.4931	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf78|388960	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf79|391356	424.2424	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf7|84279	1057.8512	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf80|389073	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf81|388963	44.0771	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf82|389084	41.3223	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf83|56918	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf84|653140	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf85|285093	8.2645	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf86|51057	16.5289	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf88|84281	133.6088	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2orf89|129293	44.0771	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C2|717	25661.6529	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3AR1|719	369.1460	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3P1|388503	4790.6336	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf10|55845	2417.3554	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf14|57415	12.3967	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf15|89876	9.6419	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf16|389161	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf17|25871	560.6061	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf18|51161	166.6667	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf19|51244	406.3361	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf1|51300	811.2948	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf20|84077	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf21|152002	148.7603	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf22|152065	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf23|285343	1462.8099	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf24|115795	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf26|84319	166.6667	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf27|23434	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf30|152405	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf31|132001	82.6446	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf32|51066	17.9063	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf33|285315	79.8898	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf34|84984	17.9063	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf35|339883	4.1322	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf36|80111	2.7548	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf37|56941	885.6749	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf38|285237	264.4628	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf39|84892	309.9174	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf42|84657	17.9063	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf43|255798	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf45|132228	4.8072	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf47|339942	28.9256	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf48|151649	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf49|132200	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf50|93556	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf51|711	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf52|79669	5.5096	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf54|389119	35.8127	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf55|152078	0.0000	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf57|165679	22.0386	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf58|205428	848.4848	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf59|151963	95.0413	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf62|375341	64.7383	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf63|23272	894.6970	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
C3orf64|285203	162.5344	TCGA-W5-AA2Q-11A-11R-A41I-07	NT
